month,region,branch_id,apps_units,approvals_units,pipeline_dollars
2024-09,Central Texas,ATX-B03,28,21,7208187.84
2024-09,Central Texas,ATX-B04,24,15,5765553.13
2024-09,Central Texas,ATX-B04,19,11,4734605.33
2024-09,Central Texas,ATX-B04,26,18,6058273.93
2024-09,Central Texas,ATX-B05,51,37,13147025.44
2024-09,Central Texas,ATX-B05,42,23,10295061.41
2024-09,Central Texas,ATX-B05,55,33,14016466.74
2024-09,Central Texas,ATX-B06,38,23,9866349.08
2024-09,Central Texas,ATX-B06,52,37,12364698.17
2024-09,Central Texas,ATX-B06,36,22,8804017.17
2024-09,Central Texas,ATX-B07,35,26,8367627.13
2024-09,Central Texas,ATX-B07,34,22,8162623.64
2024-09,Central Texas,ATX-B07,33,18,8443236.25
2024-09,Central Texas,ATX-B08,28,19,6800006.17
2024-09,Central Texas,ATX-B08,44,35,11134969.13
2024-09,Central Texas,ATX-B08,53,34,12806829.11
2024-09,Central Texas,ATX-B09,41,22,10139610.75
2024-09,Central Texas,ATX-B09,22,16,5338759.09
2024-09,Central Texas,ATX-B09,32,25,8265293.54
2024-09,Central Texas,ATX-B10,35,26,8249341.66
2024-09,Central Texas,ATX-B10,46,33,11075441.24
2024-09,Central Texas,ATX-B10,44,27,11548022.41
2024-09,North Texas,DFW-B01,19,13,4701762.73
2024-09,North Texas,DFW-B01,41,30,10563346.21
2024-09,North Texas,DFW-B01,33,20,8257210.73
2024-09,North Texas,DFW-B02,20,12,4986742.29
2024-09,North Texas,DFW-B02,19,11,4757219.01
2024-09,North Texas,DFW-B02,29,24,7224945.24
2024-09,North Texas,DFW-B03,44,25,11251987.21
2024-09,North Texas,DFW-B03,46,35,11714094.66
2024-09,North Texas,DFW-B03,43,34,10466333.39
2024-09,North Texas,DFW-B04,58,39,14955731.05
2024-09,North Texas,DFW-B04,34,25,8508814.71
2024-09,North Texas,DFW-B04,38,24,9255292.34
2024-09,North Texas,DFW-B05,29,21,7281398.5
2024-09,North Texas,DFW-B05,34,19,8619272.48
2024-09,North Texas,DFW-B05,16,9,4261384.92
2024-09,North Texas,DFW-B06,48,38,12138700.7
2024-09,North Texas,DFW-B06,33,19,8302250.0
2024-09,North Texas,DFW-B06,35,23,8577287.35
2024-09,North Texas,DFW-B07,41,32,10441978.22
2024-09,North Texas,DFW-B07,33,25,8339333.38
2024-09,North Texas,DFW-B07,48,31,11478713.26
2024-09,North Texas,DFW-B08,43,23,10693391.03
2024-09,North Texas,DFW-B08,50,40,12877115.41
2024-09,North Texas,DFW-B08,53,31,13810130.18
2024-09,North Texas,DFW-B09,38,21,9757452.16
2024-09,North Texas,DFW-B09,50,38,12317445.42
2024-09,North Texas,DFW-B09,33,22,8233876.02
2024-09,North Texas,DFW-B10,47,34,11728893.51
2024-09,North Texas,DFW-B10,42,23,9844947.26
2024-09,North Texas,DFW-B10,39,27,9821791.57
2024-09,East Texas,HOU-B01,53,39,12789512.86
2024-09,East Texas,HOU-B01,30,19,7720943.58
2024-09,East Texas,HOU-B01,43,24,10459552.53
2024-09,East Texas,HOU-B02,50,40,12605833.81
2024-09,East Texas,HOU-B02,22,12,5107437.63
2024-09,East Texas,HOU-B02,49,30,12457488.04
2024-09,East Texas,HOU-B03,51,41,12638801.75
2024-09,East Texas,HOU-B03,43,26,10206935.73
2024-09,East Texas,HOU-B03,45,25,11494882.88
2024-09,East Texas,HOU-B04,37,24,9598968.73
2024-09,East Texas,HOU-B04,31,24,7774771.96
2024-09,East Texas,HOU-B04,27,16,6822364.6
2024-09,East Texas,HOU-B05,51,28,12871003.39
2024-09,East Texas,HOU-B05,40,31,9810136.04
2024-09,East Texas,HOU-B05,28,20,6701379.25
2024-09,East Texas,HOU-B06,47,34,12275870.22
2024-09,East Texas,HOU-B06,48,29,12446530.01
2024-09,East Texas,HOU-B06,31,18,7664944.64
2024-09,East Texas,HOU-B07,48,40,12160389.41
2024-09,East Texas,HOU-B07,28,16,7104333.22
2024-09,East Texas,HOU-B07,43,31,11191633.0
2024-09,East Texas,HOU-B08,47,37,12118173.72
2024-09,East Texas,HOU-B08,35,25,8961838.11
2024-09,East Texas,HOU-B08,41,22,10223448.99
2024-09,East Texas,HOU-B09,28,21,7064019.94
2024-09,East Texas,HOU-B09,34,23,8322144.66
2024-09,East Texas,HOU-B09,44,30,10796571.89
2024-09,East Texas,HOU-B10,27,16,6895910.16
2024-09,East Texas,HOU-B10,48,37,12644112.8
2024-09,East Texas,HOU-B10,34,22,7994239.58
2024-09,West Texas,WTX-B01,30,21,7175397.91
2024-09,West Texas,WTX-B01,43,27,10685521.68
2024-09,West Texas,WTX-B01,46,27,11597747.05
2024-09,West Texas,WTX-B02,39,32,9902594.17
2024-09,West Texas,WTX-B02,28,16,7236950.38
2024-09,West Texas,WTX-B02,34,20,8424794.79
2024-09,West Texas,WTX-B03,38,29,9222505.48
2024-09,West Texas,WTX-B03,28,16,7121328.63
2024-09,West Texas,WTX-B03,35,26,9050813.24
2024-09,West Texas,WTX-B04,59,44,14945963.36
2024-09,West Texas,WTX-B04,26,14,6658882.95
2024-09,West Texas,WTX-B04,49,35,12206670.05
2024-09,West Texas,WTX-B05,45,33,10933749.43
2024-09,West Texas,WTX-B05,29,22,7434277.86
2024-09,West Texas,WTX-B05,42,34,10398074.38
2024-09,West Texas,WTX-B06,55,37,13148763.04
2024-09,West Texas,WTX-B06,21,16,5149591.83
2024-09,West Texas,WTX-B06,41,31,10212372.78
2024-09,West Texas,WTX-B07,38,23,9482553.23
2024-09,West Texas,WTX-B07,42,32,10742179.42
2024-09,West Texas,WTX-B07,48,26,11628995.82
2024-09,West Texas,WTX-B08,54,32,12883915.14
2024-09,West Texas,WTX-B08,34,25,8678269.84
2024-09,West Texas,WTX-B08,56,32,13279663.13
2024-09,West Texas,WTX-B09,47,39,11535439.2
2024-09,West Texas,WTX-B09,33,24,8027341.99
2024-09,West Texas,WTX-B09,54,31,13506112.48
2024-09,West Texas,WTX-B10,34,19,8268982.38
2024-09,West Texas,WTX-B10,48,31,11775569.17
2024-09,West Texas,WTX-B10,37,31,9053779.63
2024-10,South Texas,SATX-B01,28,16,7407801.84
2024-10,South Texas,SATX-B01,36,20,8950422.45
2024-10,South Texas,SATX-B01,42,34,10169196.56
2024-10,South Texas,SATX-B02,52,35,12995149.29
2024-10,South Texas,SATX-B02,50,30,12867565.94
2024-10,South Texas,SATX-B02,53,30,12665387.4
2024-10,South Texas,SATX-B03,45,38,10468234.29
2024-10,South Texas,SATX-B03,53,36,13204036.37
2024-10,South Texas,SATX-B03,44,35,11461187.55
2024-10,South Texas,SATX-B04,57,42,13576481.22
2024-10,South Texas,SATX-B04,29,16,7191147.15
2024-10,South Texas,SATX-B04,32,24,7828530.34
2024-10,South Texas,SATX-B05,40,23,9353623.25
2024-10,South Texas,SATX-B05,37,28,9556808.61
2024-10,South Texas,SATX-B05,40,27,9900912.09
2024-10,South Texas,SATX-B06,37,25,9252593.99
2024-10,South Texas,SATX-B06,35,26,9233343.43
2024-10,South Texas,SATX-B06,46,33,11289253.16
2024-10,South Texas,SATX-B07,33,24,8056496.21
2024-10,South Texas,SATX-B07,36,22,9345818.58
2024-10,South Texas,SATX-B07,43,29,11038190.89
2024-10,South Texas,SATX-B08,25,18,6238160.29
2024-10,South Texas,SATX-B08,19,13,4319486.46
2024-10,South Texas,SATX-B08,57,41,14071826.25
2024-10,South Texas,SATX-B09,26,17,6492813.47
2024-10,South Texas,SATX-B09,42,27,10441960.43
2024-10,South Texas,SATX-B09,40,29,10199490.28
2024-10,South Texas,SATX-B10,29,19,7278894.86
2024-10,South Texas,SATX-B10,42,28,10230433.91
2024-10,South Texas,SATX-B10,33,19,8431516.99
2024-10,Central Texas,ATX-B01,47,35,11690687.13
2024-10,Central Texas,ATX-B01,45,25,10306001.1
2024-10,Central Texas,ATX-B01,46,26,10899668.68
2024-10,Central Texas,ATX-B02,27,20,6908025.84
2024-10,Central Texas,ATX-B02,46,33,11906946.57
2024-10,Central Texas,ATX-B02,28,23,6823337.49
2024-10,Central Texas,ATX-B03,54,40,13197818.06
2024-10,Central Texas,ATX-B03,33,20,8053614.08
2024-10,Central Texas,ATX-B03,25,13,6153418.03
2024-10,Central Texas,ATX-B04,27,14,6480584.79
2024-10,Central Texas,ATX-B04,49,29,12456543.99
2024-10,Central Texas,ATX-B04,44,32,10820986.09
2024-10,Central Texas,ATX-B05,41,26,10096125.08
2024-10,Central Texas,ATX-B05,52,41,12739758.45
2024-10,Central Texas,ATX-B05,45,30,11203682.6
2024-10,Central Texas,ATX-B06,39,31,10235567.91
2024-10,Central Texas,ATX-B06,33,26,8406428.0
2024-10,Central Texas,ATX-B06,35,29,8965388.78
2024-10,Central Texas,ATX-B07,63,46,16346865.35
2024-10,Central Texas,ATX-B07,40,33,9912479.69
2024-10,Central Texas,ATX-B07,50,27,12707197.91
2024-10,Central Texas,ATX-B08,19,13,5071077.16
2024-10,Central Texas,ATX-B08,42,29,10335872.04
2024-10,Central Texas,ATX-B08,39,23,10245614.28
2024-10,Central Texas,ATX-B09,29,23,7359830.52
2024-10,Central Texas,ATX-B09,29,24,7332991.68
2024-10,Central Texas,ATX-B09,32,23,8008706.07
2024-10,Central Texas,ATX-B10,47,37,11515226.25
2024-10,Central Texas,ATX-B10,40,27,10132727.33
2024-10,Central Texas,ATX-B10,34,24,8603939.5
2024-10,North Texas,DFW-B01,31,20,7774257.7
2024-10,North Texas,DFW-B01,45,26,11116718.79
2024-10,North Texas,DFW-B01,34,25,8580232.24
2024-10,North Texas,DFW-B02,51,31,12509289.1
2024-10,North Texas,DFW-B02,27,20,6894469.47
2024-10,North Texas,DFW-B02,42,24,10843795.53
2024-10,North Texas,DFW-B03,28,21,6943381.03
2024-10,North Texas,DFW-B03,35,24,8824329.54
2024-10,North Texas,DFW-B03,46,32,11507132.3
2024-10,North Texas,DFW-B04,50,34,12368905.14
2024-10,North Texas,DFW-B04,29,23,6513004.72
2024-10,North Texas,DFW-B04,36,23,9336034.08
2024-10,North Texas,DFW-B05,67,41,16586192.71
2024-10,North Texas,DFW-B05,39,25,10203852.82
2024-10,North Texas,DFW-B05,37,30,9131636.04
2024-10,North Texas,DFW-B06,31,21,7620892.64
2024-10,North Texas,DFW-B06,44,31,10313821.14
2024-10,North Texas,DFW-B06,32,26,7476752.21
2024-10,North Texas,DFW-B07,26,16,6352754.52
2024-10,North Texas,DFW-B07,55,33,13636677.31
2024-10,North Texas,DFW-B07,54,35,13318804.19
2024-10,North Texas,DFW-B08,26,20,6562411.82
2024-10,North Texas,DFW-B08,43,28,10664773.17
2024-10,North Texas,DFW-B08,30,24,7777812.77
2024-10,North Texas,DFW-B09,38,26,9444108.42
2024-10,North Texas,DFW-B09,46,32,11426823.29
2024-10,North Texas,DFW-B09,49,36,11838155.66
2024-10,North Texas,DFW-B10,36,21,9041851.6
2024-10,North Texas,DFW-B10,45,31,11473105.96
2024-10,North Texas,DFW-B10,31,19,7634764.46
2024-10,East Texas,HOU-B01,53,37,12972840.04
2024-10,East Texas,HOU-B01,38,31,9231903.43
2024-10,East Texas,HOU-B01,51,35,12966638.07
2024-10,East Texas,HOU-B02,31,25,7678831.53
2024-10,East Texas,HOU-B02,34,23,8630386.18
2024-10,East Texas,HOU-B02,63,52,15631071.16
2024-10,East Texas,HOU-B03,51,28,13706210.85
2024-10,East Texas,HOU-B03,33,26,8359705.4
2024-10,East Texas,HOU-B03,35,21,8518688.64
2024-10,East Texas,HOU-B04,26,18,6352209.74
2024-10,East Texas,HOU-B04,41,23,10238083.56
2024-10,East Texas,HOU-B04,34,27,8541047.78
2024-10,East Texas,HOU-B05,70,50,18261664.9
2024-10,East Texas,HOU-B05,35,22,8611850.59
2024-10,East Texas,HOU-B05,26,15,6589901.07
2024-10,East Texas,HOU-B06,45,28,11470991.88
2024-10,East Texas,HOU-B06,49,38,12788574.44
2024-10,East Texas,HOU-B06,41,24,10378228.52
2024-10,East Texas,HOU-B07,46,28,11325502.43
2024-10,East Texas,HOU-B07,42,28,10357967.94
2024-10,East Texas,HOU-B07,42,24,10713685.16
2024-10,East Texas,HOU-B08,29,16,6858564.09
2024-10,East Texas,HOU-B08,29,19,7247716.0
2024-10,East Texas,HOU-B08,52,41,12724819.02
2024-10,East Texas,HOU-B09,36,23,8706883.88
2024-10,East Texas,HOU-B09,43,32,10596938.02
2024-10,East Texas,HOU-B09,35,20,8427022.12
2024-10,East Texas,HOU-B10,31,26,7825252.42
2024-10,East Texas,HOU-B10,34,24,8860475.1
2024-10,East Texas,HOU-B10,41,24,10530961.01
2024-10,West Texas,WTX-B01,50,37,12349746.53
2024-10,West Texas,WTX-B01,48,39,12140509.19
2024-10,West Texas,WTX-B01,56,43,14136748.92
2024-10,West Texas,WTX-B02,28,22,7081643.46
2024-10,West Texas,WTX-B02,35,24,8816795.39
2024-10,West Texas,WTX-B02,34,18,8226028.04
2024-10,West Texas,WTX-B03,50,36,11623498.46
2024-10,West Texas,WTX-B03,49,30,12434770.18
2024-10,West Texas,WTX-B03,40,33,10393596.92
2024-10,West Texas,WTX-B04,37,27,9074141.77
2024-10,West Texas,WTX-B04,45,25,11175973.97
2024-10,West Texas,WTX-B04,62,46,16094871.04
2024-10,West Texas,WTX-B05,32,25,7658339.68
2024-10,West Texas,WTX-B05,44,31,10839381.33
2024-10,West Texas,WTX-B05,47,28,12114557.95
2024-10,West Texas,WTX-B06,50,33,12579252.66
2024-10,West Texas,WTX-B06,39,23,9906964.2
2024-10,West Texas,WTX-B06,45,29,11203910.33
2024-10,West Texas,WTX-B07,33,25,8187772.23
2024-10,West Texas,WTX-B07,50,34,12224505.71
2024-10,West Texas,WTX-B07,55,36,13714339.78
2024-10,West Texas,WTX-B08,19,12,4605308.14
2024-10,West Texas,WTX-B08,53,34,13299109.62
2024-10,West Texas,WTX-B08,60,37,15139318.35
2024-10,West Texas,WTX-B09,42,32,10450539.03
2024-10,West Texas,WTX-B09,58,32,14950453.45
2024-10,West Texas,WTX-B09,41,29,11034611.96
2024-10,West Texas,WTX-B10,33,20,8190699.55
2024-10,West Texas,WTX-B10,38,26,9672298.6
2024-10,West Texas,WTX-B10,43,30,11363164.25
2024-11,South Texas,SATX-B01,48,28,11674342.81
2024-11,South Texas,SATX-B01,38,24,9086543.39
2024-11,South Texas,SATX-B01,47,35,11270888.72
2024-11,South Texas,SATX-B02,36,20,9353607.39
2024-11,South Texas,SATX-B02,55,30,14072761.04
2024-11,South Texas,SATX-B02,34,24,8505947.48
2024-11,South Texas,SATX-B03,18,15,4794073.62
2024-11,South Texas,SATX-B03,35,24,8802976.92
2024-11,South Texas,SATX-B03,38,26,9013783.99
2024-11,South Texas,SATX-B04,21,12,5425955.09
2024-11,South Texas,SATX-B04,52,38,13006035.74
2024-11,South Texas,SATX-B04,45,37,11182064.35
2024-11,South Texas,SATX-B05,47,39,11952451.54
2024-11,South Texas,SATX-B05,42,29,10802902.84
2024-11,South Texas,SATX-B05,61,43,14914882.91
2024-11,South Texas,SATX-B06,31,22,7988744.7
2024-11,South Texas,SATX-B06,38,29,9252901.63
2024-11,South Texas,SATX-B06,39,25,9187931.07
2024-11,South Texas,SATX-B07,51,38,12673834.98
2024-11,South Texas,SATX-B07,37,30,9334622.54
2024-11,South Texas,SATX-B07,27,18,6507749.49
2024-11,South Texas,SATX-B08,49,32,12097299.22
2024-11,South Texas,SATX-B08,36,23,8613773.36
2024-11,South Texas,SATX-B08,41,28,10324361.43
2024-11,South Texas,SATX-B09,39,22,9840225.31
2024-11,South Texas,SATX-B09,35,20,8294781.15
2024-11,South Texas,SATX-B09,46,35,10927622.47
2024-11,South Texas,SATX-B10,55,39,13787570.99
2024-11,South Texas,SATX-B10,30,17,7532621.9
2024-11,South Texas,SATX-B10,22,12,5538982.82
2024-11,Central Texas,ATX-B01,49,41,13161271.94
2024-11,Central Texas,ATX-B01,32,22,7993189.09
2024-11,Central Texas,ATX-B01,21,17,5131430.05
2024-11,Central Texas,ATX-B02,44,29,10574356.49
2024-11,Central Texas,ATX-B02,38,23,9394840.52
2024-11,Central Texas,ATX-B02,43,27,10794662.18
2024-11,Central Texas,ATX-B03,32,26,8017426.5
2024-11,Central Texas,ATX-B03,47,37,12197720.54
2024-11,Central Texas,ATX-B03,42,32,10526247.56
2024-11,Central Texas,ATX-B04,40,23,10257790.03
2024-11,Central Texas,ATX-B04,29,21,7268811.15
2024-11,Central Texas,ATX-B04,63,34,15581619.57
2024-11,Central Texas,ATX-B05,39,32,9311877.26
2024-11,Central Texas,ATX-B05,27,20,6339919.03
2024-11,Central Texas,ATX-B05,24,16,6156832.71
2024-11,Central Texas,ATX-B06,36,20,8730110.29
2024-11,Central Texas,ATX-B06,46,28,11248422.58
2024-11,Central Texas,ATX-B06,39,21,9491193.64
2024-11,Central Texas,ATX-B07,41,33,10282087.31
2024-11,Central Texas,ATX-B07,36,28,9039719.96
2024-11,Central Texas,ATX-B07,43,30,10906033.42
2024-11,Central Texas,ATX-B08,45,34,11087755.55
2024-11,Central Texas,ATX-B08,33,25,8076013.63
2024-11,Central Texas,ATX-B08,35,28,9046246.27
2024-11,Central Texas,ATX-B09,49,40,12298404.09
2024-11,Central Texas,ATX-B09,47,38,11307571.39
2024-11,Central Texas,ATX-B09,62,37,15077296.58
2024-11,Central Texas,ATX-B10,39,22,9202505.91
2024-11,Central Texas,ATX-B10,41,24,11207160.93
2024-11,Central Texas,ATX-B10,20,14,4892113.55
2024-11,North Texas,DFW-B01,39,30,9754999.89
2024-11,North Texas,DFW-B01,31,17,8098233.15
2024-11,North Texas,DFW-B01,32,19,7711215.99
2024-11,North Texas,DFW-B02,28,18,7057361.89
2024-11,North Texas,DFW-B02,45,29,11898514.84
2024-11,North Texas,DFW-B02,55,30,12872164.59
2024-11,North Texas,DFW-B03,42,34,10350036.31
2024-11,North Texas,DFW-B03,32,23,7643044.95
2024-11,North Texas,DFW-B03,36,27,9061576.93
2024-11,North Texas,DFW-B04,31,17,7141166.56
2024-11,North Texas,DFW-B04,45,30,11037137.48
2024-11,North Texas,DFW-B04,31,24,7372441.16
2024-11,North Texas,DFW-B05,31,18,7979566.71
2024-11,North Texas,DFW-B05,42,30,10447735.38
2024-11,North Texas,DFW-B05,63,41,16166927.0
2024-11,North Texas,DFW-B06,41,23,10705329.91
2024-11,North Texas,DFW-B06,41,34,9896247.82
2024-11,North Texas,DFW-B06,47,36,11601797.43
2024-11,North Texas,DFW-B07,42,25,10329645.09
2024-11,North Texas,DFW-B07,40,30,9254578.67
2024-11,North Texas,DFW-B07,37,25,8975077.54
2024-11,North Texas,DFW-B08,53,31,13321815.02
2024-11,North Texas,DFW-B08,46,32,11852519.0
2024-11,North Texas,DFW-B08,32,18,8426755.25
2024-11,North Texas,DFW-B09,43,31,11461469.76
2024-11,North Texas,DFW-B09,46,33,11400878.43
2024-11,North Texas,DFW-B09,38,29,9243900.48
2024-11,North Texas,DFW-B10,39,31,10204374.48
2024-11,North Texas,DFW-B10,34,27,8076009.94
2024-11,North Texas,DFW-B10,43,34,10977419.36
2024-11,East Texas,HOU-B01,30,18,7370742.32
2024-11,East Texas,HOU-B01,24,15,5903335.23
2024-11,East Texas,HOU-B01,35,25,8543164.7
2024-11,East Texas,HOU-B02,20,15,4880147.33
2024-11,East Texas,HOU-B02,42,27,10640268.27
2024-11,East Texas,HOU-B02,33,19,8372087.85
2024-11,East Texas,HOU-B03,50,31,12280837.88
2024-11,East Texas,HOU-B03,43,26,11083027.32
2024-11,East Texas,HOU-B03,52,38,14076570.13
2024-11,East Texas,HOU-B04,45,28,11114338.44
2024-11,East Texas,HOU-B04,25,17,5997446.04
2024-11,East Texas,HOU-B04,46,36,11102725.45
2024-11,East Texas,HOU-B05,56,41,14186290.33
2024-11,East Texas,HOU-B05,51,32,12536092.64
2024-11,East Texas,HOU-B05,55,36,13950942.72
2024-11,East Texas,HOU-B06,36,28,8462015.46
2024-11,East Texas,HOU-B06,40,29,10242823.81
2024-11,East Texas,HOU-B06,47,37,11381343.45
2024-11,East Texas,HOU-B07,37,21,9570305.24
2024-11,East Texas,HOU-B07,24,15,5933431.77
2024-11,East Texas,HOU-B07,37,26,9615182.39
2024-11,East Texas,HOU-B08,37,21,9055696.73
2024-11,East Texas,HOU-B08,24,19,5957656.66
2024-11,East Texas,HOU-B08,30,21,7391695.07
2024-11,East Texas,HOU-B09,50,34,12584121.22
2024-11,East Texas,HOU-B09,23,16,5621695.12
2024-11,East Texas,HOU-B09,34,18,8430654.42
2024-11,East Texas,HOU-B10,52,37,12923701.45
2024-11,East Texas,HOU-B10,32,19,7872521.77
2024-11,East Texas,HOU-B10,49,40,11987800.59
2024-11,West Texas,WTX-B01,36,21,9221991.04
2024-11,West Texas,WTX-B01,43,25,11064737.09
2024-11,West Texas,WTX-B01,22,16,5401204.51
2024-11,West Texas,WTX-B02,42,23,10491656.22
2024-11,West Texas,WTX-B02,37,25,8598431.93
2024-11,West Texas,WTX-B02,51,41,12377696.83
2024-11,West Texas,WTX-B03,41,32,10631221.15
2024-11,West Texas,WTX-B03,31,19,7352020.76
2024-11,West Texas,WTX-B03,21,17,5203825.99
2024-11,West Texas,WTX-B04,33,23,8172745.52
2024-11,West Texas,WTX-B04,38,25,9044776.21
2024-11,West Texas,WTX-B04,46,31,11795966.31
2024-11,West Texas,WTX-B05,27,21,6506873.18
2024-11,West Texas,WTX-B05,38,22,9938308.82
2024-11,West Texas,WTX-B05,44,30,11260365.76
2024-11,West Texas,WTX-B06,44,36,11006716.73
2024-11,West Texas,WTX-B06,46,28,11294975.95
2024-11,West Texas,WTX-B06,46,30,11105070.31
2024-11,West Texas,WTX-B07,48,39,12008907.26
2024-11,West Texas,WTX-B07,36,26,8703319.03
2024-11,West Texas,WTX-B07,26,18,6046982.71
2024-11,West Texas,WTX-B08,50,31,11909414.54
2024-11,West Texas,WTX-B08,42,24,10746306.24
2024-11,West Texas,WTX-B08,40,25,9740011.14
2024-11,West Texas,WTX-B09,28,20,6910999.59
2024-11,West Texas,WTX-B09,40,22,10189592.95
2024-11,West Texas,WTX-B09,24,19,6220851.34
2024-11,West Texas,WTX-B10,26,15,6440984.68
2024-11,West Texas,WTX-B10,32,24,8224300.53
2024-11,West Texas,WTX-B10,33,22,7973835.14
2024-12,South Texas,SATX-B01,34,20,8179282.57
2024-12,South Texas,SATX-B01,9,7,2306014.01
2024-12,South Texas,SATX-B01,38,26,9699391.21
2024-12,South Texas,SATX-B02,25,15,6165681.19
2024-12,South Texas,SATX-B02,41,25,10136791.82
2024-12,South Texas,SATX-B02,44,30,11126556.65
2024-12,South Texas,SATX-B03,43,26,10729347.09
2024-12,South Texas,SATX-B03,33,19,7998129.62
2024-12,South Texas,SATX-B03,47,34,11666570.01
2024-12,South Texas,SATX-B04,46,25,11449248.66
2024-12,South Texas,SATX-B04,43,31,10266011.47
2024-12,South Texas,SATX-B04,38,28,9353389.25
2024-12,South Texas,SATX-B05,49,31,12798598.68
2024-12,South Texas,SATX-B05,38,22,9238282.89
2024-12,South Texas,SATX-B05,39,25,9955810.8
2024-12,South Texas,SATX-B06,39,25,10245246.23
2024-12,South Texas,SATX-B06,42,31,10583804.34
2024-12,South Texas,SATX-B06,40,31,9812110.67
2024-12,South Texas,SATX-B07,36,29,8855943.03
2024-12,South Texas,SATX-B07,13,7,3115785.64
2024-12,South Texas,SATX-B07,35,24,9057715.34
2024-12,South Texas,SATX-B08,51,42,13172752.16
2024-12,South Texas,SATX-B08,16,13,4095379.31
2024-12,South Texas,SATX-B08,26,15,6701192.78
2024-12,South Texas,SATX-B09,35,26,9036054.44
2024-12,South Texas,SATX-B09,25,18,6222640.62
2024-12,South Texas,SATX-B09,38,27,9301890.76
2024-12,South Texas,SATX-B10,55,43,13571065.89
2024-12,South Texas,SATX-B10,41,34,9796698.24
2024-12,South Texas,SATX-B10,42,26,10597111.41
2024-12,Central Texas,ATX-B01,29,17,6662629.52
2024-12,Central Texas,ATX-B01,32,18,7799169.01
2024-12,Central Texas,ATX-B01,41,30,10488954.12
2024-12,Central Texas,ATX-B02,37,27,9448922.34
2024-12,Central Texas,ATX-B02,45,29,11475553.81
2024-12,Central Texas,ATX-B02,46,25,10670303.2
2024-12,Central Texas,ATX-B03,32,20,7830645.39
2024-12,Central Texas,ATX-B03,33,20,8477674.2
2024-12,Central Texas,ATX-B03,51,31,12755321.7
2024-12,Central Texas,ATX-B04,37,28,9059175.92
2024-12,Central Texas,ATX-B04,53,44,13339250.43
2024-12,Central Texas,ATX-B04,44,30,11457931.41
2024-12,Central Texas,ATX-B05,29,21,7167944.9
2024-12,Central Texas,ATX-B05,46,33,10900937.97
2024-12,Central Texas,ATX-B05,52,32,12917789.89
2024-12,Central Texas,ATX-B06,56,41,12963123.68
2024-12,Central Texas,ATX-B06,35,26,9121855.93
2024-12,Central Texas,ATX-B06,54,30,13180572.97
2024-12,Central Texas,ATX-B07,39,31,9297310.5
2024-12,Central Texas,ATX-B07,47,32,11768374.81
2024-12,Central Texas,ATX-B07,29,22,7243907.5
2024-12,Central Texas,ATX-B08,43,35,10663259.21
2024-12,Central Texas,ATX-B08,40,30,10220823.58
2024-12,Central Texas,ATX-B08,35,25,8844461.66
2024-12,Central Texas,ATX-B09,39,23,9583675.79
2024-12,Central Texas,ATX-B09,35,23,8435633.74
2024-12,Central Texas,ATX-B09,33,23,8301052.18
2024-12,Central Texas,ATX-B10,42,31,10071806.59
2024-12,Central Texas,ATX-B10,56,36,14175225.29
2024-12,Central Texas,ATX-B10,36,25,9433667.84
2024-12,North Texas,DFW-B01,51,32,13378452.18
2024-12,North Texas,DFW-B01,42,24,10668601.83
2024-12,North Texas,DFW-B01,51,40,12038949.03
2024-12,North Texas,DFW-B02,25,14,6387375.04
2024-12,North Texas,DFW-B02,37,28,9537213.6
2024-12,North Texas,DFW-B02,38,23,9733669.02
2024-12,North Texas,DFW-B03,48,37,12014475.48
2024-12,North Texas,DFW-B03,41,29,10114080.15
2024-12,North Texas,DFW-B03,50,33,12537263.34
2024-12,North Texas,DFW-B04,32,20,7991667.14
2024-12,North Texas,DFW-B04,43,27,10697056.6
2024-12,North Texas,DFW-B04,59,35,14535022.7
2024-12,North Texas,DFW-B05,57,46,14205528.43
2024-12,North Texas,DFW-B05,54,31,13980220.77
2024-12,North Texas,DFW-B05,32,26,8221395.06
2024-12,North Texas,DFW-B06,49,30,12573882.74
2024-12,North Texas,DFW-B06,60,46,14516202.39
2024-12,North Texas,DFW-B06,36,28,9156347.52
2024-12,North Texas,DFW-B07,11,7,2869608.68
2024-12,North Texas,DFW-B07,55,37,13997807.3
2024-12,North Texas,DFW-B07,54,41,13905492.49
2024-12,North Texas,DFW-B08,23,14,5695627.58
2024-12,North Texas,DFW-B08,50,33,12482255.42
2024-12,North Texas,DFW-B08,36,24,9069734.35
2024-12,North Texas,DFW-B09,40,24,9526864.98
2024-12,North Texas,DFW-B09,53,41,13060313.74
2024-12,North Texas,DFW-B09,22,15,5734763.89
2024-12,North Texas,DFW-B10,51,35,13594570.76
2024-12,North Texas,DFW-B10,26,20,6504182.15
2024-12,North Texas,DFW-B10,29,22,7278473.86
2024-12,East Texas,HOU-B01,30,21,7417962.76
2024-12,East Texas,HOU-B01,34,22,8299275.27
2024-12,East Texas,HOU-B01,52,35,12792968.23
2024-12,East Texas,HOU-B02,34,23,8293978.83
2024-12,East Texas,HOU-B02,43,30,10389777.8
2024-12,East Texas,HOU-B02,42,34,10547037.9
2024-12,East Texas,HOU-B03,36,29,8785391.68
2024-12,East Texas,HOU-B03,38,25,9492294.43
2024-12,East Texas,HOU-B03,40,26,9806765.14
2024-12,East Texas,HOU-B04,63,51,15471770.02
2024-12,East Texas,HOU-B04,32,25,8486076.16
