month,region,bucket,delinquency_rate_pct
2025-05,East Texas,90+,0.26
2025-05,East Texas,30+,1.95
2025-05,East Texas,60+,0.59
2025-05,East Texas,90+,0.35
2025-05,East Texas,30+,1.5
2025-05,East Texas,60+,0.42
2025-05,East Texas,90+,0.2
2025-05,East Texas,30+,1.84
2025-05,East Texas,60+,0.55
2025-05,East Texas,90+,0.23
2025-05,East Texas,30+,1.46
2025-05,East Texas,60+,0.54
2025-05,East Texas,90+,0.2
2025-05,East Texas,30+,2.01
2025-05,East Texas,60+,0.65
2025-05,East Texas,90+,0.34
2025-05,East Texas,30+,1.67
2025-05,East Texas,60+,0.53
2025-05,East Texas,90+,0.32
2025-05,East Texas,30+,1.91
2025-05,East Texas,60+,0.6
2025-05,East Texas,90+,0.24
2025-05,East Texas,30+,2.01
2025-05,East Texas,60+,0.57
2025-05,East Texas,90+,0.34
2025-05,East Texas,30+,1.58
2025-05,East Texas,60+,0.54
2025-05,East Texas,90+,0.31
2025-05,East Texas,30+,1.4
2025-05,East Texas,60+,0.45
2025-05,East Texas,90+,0.21
2025-05,East Texas,30+,1.41
2025-05,East Texas,60+,0.5
2025-05,East Texas,90+,0.24
2025-05,West Texas,30+,1.92
2025-05,West Texas,60+,0.72
2025-05,West Texas,90+,0.3
2025-05,West Texas,30+,1.89
2025-05,West Texas,60+,0.71
2025-05,West Texas,90+,0.26
2025-05,West Texas,30+,1.82
2025-05,West Texas,60+,0.66
2025-05,West Texas,90+,0.29
2025-05,West Texas,30+,2.2
2025-05,West Texas,60+,0.79
2025-05,West Texas,90+,0.43
2025-05,West Texas,30+,1.97
2025-05,West Texas,60+,0.56
2025-05,West Texas,90+,0.27
2025-05,West Texas,30+,1.93
2025-05,West Texas,60+,0.73
2025-05,West Texas,90+,0.34
2025-05,West Texas,30+,1.25
2025-05,West Texas,60+,0.35
2025-05,West Texas,90+,0.19
2025-05,West Texas,30+,1.98
2025-05,West Texas,60+,0.65
2025-05,West Texas,90+,0.27
2025-05,West Texas,30+,1.76
2025-05,West Texas,60+,0.6
2025-05,West Texas,90+,0.24
2025-05,West Texas,30+,1.42
2025-05,West Texas,60+,0.48
2025-05,West Texas,90+,0.27
2025-05,West Texas,30+,2.04
2025-05,West Texas,60+,0.76
2025-05,West Texas,90+,0.26
2025-05,West Texas,30+,1.73
2025-05,West Texas,60+,0.5
2025-05,West Texas,90+,0.27
2025-05,West Texas,30+,1.36
2025-05,West Texas,60+,0.43
2025-05,West Texas,90+,0.23
2025-05,West Texas,30+,2.21
2025-05,West Texas,60+,0.62
2025-05,West Texas,90+,0.44
2025-05,West Texas,30+,1.79
2025-05,West Texas,60+,0.52
2025-05,West Texas,90+,0.25
2025-05,West Texas,30+,1.72
2025-05,West Texas,60+,0.52
2025-05,West Texas,90+,0.34
2025-05,West Texas,30+,1.85
2025-05,West Texas,60+,0.58
2025-05,West Texas,90+,0.36
2025-05,West Texas,30+,1.95
2025-05,West Texas,60+,0.72
2025-05,West Texas,90+,0.3
2025-05,West Texas,30+,1.87
2025-05,West Texas,60+,0.71
2025-05,West Texas,90+,0.29
2025-05,West Texas,30+,1.77
2025-05,West Texas,60+,0.64
2025-05,West Texas,90+,0.25
2025-06,South Texas,30+,1.29
2025-06,South Texas,60+,0.39
2025-06,South Texas,90+,0.22
2025-06,South Texas,30+,1.46
2025-06,South Texas,60+,0.48
2025-06,South Texas,90+,0.2
2025-06,South Texas,30+,1.13
2025-06,South Texas,60+,0.43
2025-06,South Texas,90+,0.21
2025-06,South Texas,30+,1.23
2025-06,South Texas,60+,0.39
2025-06,South Texas,90+,0.24
2025-06,South Texas,30+,1.88
2025-06,South Texas,60+,0.71
2025-06,South Texas,90+,0.28
2025-06,South Texas,30+,1.26
2025-06,South Texas,60+,0.44
2025-06,South Texas,90+,0.18
2025-06,South Texas,30+,1.69
2025-06,South Texas,60+,0.64
2025-06,South Texas,90+,0.26
2025-06,South Texas,30+,1.16
2025-06,South Texas,60+,0.43
2025-06,South Texas,90+,0.22
2025-06,South Texas,30+,1.41
2025-06,South Texas,60+,0.49
2025-06,South Texas,90+,0.23
2025-06,South Texas,30+,1.19
2025-06,South Texas,60+,0.34
2025-06,South Texas,90+,0.24
2025-06,South Texas,30+,1.46
2025-06,South Texas,60+,0.5
2025-06,South Texas,90+,0.19
2025-06,South Texas,30+,1.95
2025-06,South Texas,60+,0.64
2025-06,South Texas,90+,0.38
2025-06,South Texas,30+,1.48
2025-06,South Texas,60+,0.49
2025-06,South Texas,90+,0.26
2025-06,South Texas,30+,1.74
2025-06,South Texas,60+,0.55
2025-06,South Texas,90+,0.22
2025-06,South Texas,30+,2.19
2025-06,South Texas,60+,0.61
2025-06,South Texas,90+,0.28
2025-06,South Texas,30+,1.59
2025-06,South Texas,60+,0.48
2025-06,South Texas,90+,0.24
2025-06,South Texas,30+,1.1
2025-06,South Texas,60+,0.34
2025-06,South Texas,90+,0.21
2025-06,South Texas,30+,1.65
2025-06,South Texas,60+,0.49
2025-06,South Texas,90+,0.26
2025-06,South Texas,30+,1.59
2025-06,South Texas,60+,0.56
2025-06,South Texas,90+,0.25
2025-06,South Texas,30+,1.68
2025-06,South Texas,60+,0.47
2025-06,South Texas,90+,0.29
2025-06,Central Texas,30+,1.3
2025-06,Central Texas,60+,0.42
2025-06,Central Texas,90+,0.25
2025-06,Central Texas,30+,1.58
2025-06,Central Texas,60+,0.47
2025-06,Central Texas,90+,0.25
2025-06,Central Texas,30+,1.85
2025-06,Central Texas,60+,0.67
2025-06,Central Texas,90+,0.33
2025-06,Central Texas,30+,1.47
2025-06,Central Texas,60+,0.46
2025-06,Central Texas,90+,0.18
2025-06,Central Texas,30+,1.84
2025-06,Central Texas,60+,0.65
2025-06,Central Texas,90+,0.36
2025-06,Central Texas,30+,1.23
2025-06,Central Texas,60+,0.4
2025-06,Central Texas,90+,0.21
2025-06,Central Texas,30+,1.21
2025-06,Central Texas,60+,0.4
2025-06,Central Texas,90+,0.2
2025-06,Central Texas,30+,1.54
2025-06,Central Texas,60+,0.58
2025-06,Central Texas,90+,0.23
2025-06,Central Texas,30+,1.52
2025-06,Central Texas,60+,0.46
2025-06,Central Texas,90+,0.21
2025-06,Central Texas,30+,1.6
2025-06,Central Texas,60+,0.47
2025-06,Central Texas,90+,0.25
2025-06,Central Texas,30+,1.5
2025-06,Central Texas,60+,0.57
2025-06,Central Texas,90+,0.26
2025-06,Central Texas,30+,1.41
2025-06,Central Texas,60+,0.5
2025-06,Central Texas,90+,0.18
2025-06,Central Texas,30+,1.05
2025-06,Central Texas,60+,0.39
2025-06,Central Texas,90+,0.14
2025-06,Central Texas,30+,1.45
2025-06,Central Texas,60+,0.47
2025-06,Central Texas,90+,0.24
2025-06,Central Texas,30+,1.83
2025-06,Central Texas,60+,0.55
2025-06,Central Texas,90+,0.27
2025-06,Central Texas,30+,1.52
2025-06,Central Texas,60+,0.55
2025-06,Central Texas,90+,0.25
2025-06,Central Texas,30+,1.41
2025-06,Central Texas,60+,0.5
2025-06,Central Texas,90+,0.28
2025-06,Central Texas,30+,1.49
2025-06,Central Texas,60+,0.51
2025-06,Central Texas,90+,0.28
2025-06,Central Texas,30+,1.12
2025-06,Central Texas,60+,0.31
2025-06,Central Texas,90+,0.19
2025-06,Central Texas,30+,1.53
2025-06,Central Texas,60+,0.5
2025-06,Central Texas,90+,0.28
2025-06,North Texas,30+,0.72
2025-06,North Texas,60+,0.22
2025-06,North Texas,90+,0.11
2025-06,North Texas,30+,1.51
2025-06,North Texas,60+,0.55
2025-06,North Texas,90+,0.19
2025-06,North Texas,30+,0.99
2025-06,North Texas,60+,0.3
2025-06,North Texas,90+,0.14
2025-06,North Texas,30+,1.65
2025-06,North Texas,60+,0.47
2025-06,North Texas,90+,0.26
2025-06,North Texas,30+,1.43
2025-06,North Texas,60+,0.45
2025-06,North Texas,90+,0.19
2025-06,North Texas,30+,1.36
2025-06,North Texas,60+,0.45
2025-06,North Texas,90+,0.27
2025-06,North Texas,30+,1.39
2025-06,North Texas,60+,0.5
2025-06,North Texas,90+,0.25
2025-06,North Texas,30+,1.89
2025-06,North Texas,60+,0.7
2025-06,North Texas,90+,0.26
2025-06,North Texas,30+,1.3
2025-06,North Texas,60+,0.49
2025-06,North Texas,90+,0.19
2025-06,North Texas,30+,1.6
2025-06,North Texas,60+,0.6
2025-06,North Texas,90+,0.32
2025-06,North Texas,30+,1.45
2025-06,North Texas,60+,0.48
2025-06,North Texas,90+,0.24
2025-06,North Texas,30+,1.4
2025-06,North Texas,60+,0.49
2025-06,North Texas,90+,0.28
2025-06,North Texas,30+,1.24
2025-06,North Texas,60+,0.38
2025-06,North Texas,90+,0.16
2025-06,North Texas,30+,1.58
2025-06,North Texas,60+,0.54
2025-06,North Texas,90+,0.21
2025-06,North Texas,30+,1.53
2025-06,North Texas,60+,0.48
2025-06,North Texas,90+,0.25
2025-06,North Texas,30+,1.33
2025-06,North Texas,60+,0.43
2025-06,North Texas,90+,0.17
2025-06,North Texas,30+,1.12
2025-06,North Texas,60+,0.41
2025-06,North Texas,90+,0.16
2025-06,North Texas,30+,0.97
2025-06,North Texas,60+,0.31
2025-06,North Texas,90+,0.18
2025-06,North Texas,30+,1.59
2025-06,North Texas,60+,0.6
2025-06,North Texas,90+,0.29
2025-06,North Texas,30+,1.57
2025-06,North Texas,60+,0.5
2025-06,North Texas,90+,0.29
2025-06,East Texas,30+,1.21
2025-06,East Texas,60+,0.38
2025-06,East Texas,90+,0.17
2025-06,East Texas,30+,1.68
2025-06,East Texas,60+,0.49
2025-06,East Texas,90+,0.23
2025-06,East Texas,30+,1.69
2025-06,East Texas,60+,0.62
2025-06,East Texas,90+,0.23
2025-06,East Texas,30+,1.83
2025-06,East Texas,60+,0.68
2025-06,East Texas,90+,0.29
2025-06,East Texas,30+,1.61
2025-06,East Texas,60+,0.5
2025-06,East Texas,90+,0.2
2025-06,East Texas,30+,1.64
2025-06,East Texas,60+,0.5
2025-06,East Texas,90+,0.23
2025-06,East Texas,30+,1.85
2025-06,East Texas,60+,0.68
2025-06,East Texas,90+,0.28
2025-06,East Texas,30+,1.39
2025-06,East Texas,60+,0.51
2025-06,East Texas,90+,0.2
2025-06,East Texas,30+,1.51
2025-06,East Texas,60+,0.52
2025-06,East Texas,90+,0.23
2025-06,East Texas,30+,1.4
2025-06,East Texas,60+,0.48
2025-06,East Texas,90+,0.19
2025-06,East Texas,30+,1.41
2025-06,East Texas,60+,0.46
2025-06,East Texas,90+,0.23
2025-06,East Texas,30+,1.99
2025-06,East Texas,60+,0.69
2025-06,East Texas,90+,0.28
2025-06,East Texas,30+,1.79
2025-06,East Texas,60+,0.54
2025-06,East Texas,90+,0.35
2025-06,East Texas,30+,1.85
2025-06,East Texas,60+,0.64
2025-06,East Texas,90+,0.29
2025-06,East Texas,30+,1.69
2025-06,East Texas,60+,0.5
2025-06,East Texas,90+,0.26
2025-06,East Texas,30+,1.35
2025-06,East Texas,60+,0.43
2025-06,East Texas,90+,0.24
2025-06,East Texas,30+,1.78
2025-06,East Texas,60+,0.56
2025-06,East Texas,90+,0.28
2025-06,East Texas,30+,1.54
2025-06,East Texas,60+,0.55
2025-06,East Texas,90+,0.26
2025-06,East Texas,30+,1.43
2025-06,East Texas,60+,0.44
2025-06,East Texas,90+,0.24
2025-06,East Texas,30+,1.27
2025-06,East Texas,60+,0.4
2025-06,East Texas,90+,0.23
2025-06,West Texas,30+,1.48
2025-06,West Texas,60+,0.46
2025-06,West Texas,90+,0.2
2025-06,West Texas,30+,1.82
2025-06,West Texas,60+,0.58
2025-06,West Texas,90+,0.29
2025-06,West Texas,30+,2.17
2025-06,West Texas,60+,0.65
2025-06,West Texas,90+,0.42
2025-06,West Texas,30+,1.77
2025-06,West Texas,60+,0.56
2025-06,West Texas,90+,0.25
2025-06,West Texas,30+,2.01
2025-06,West Texas,60+,0.64
2025-06,West Texas,90+,0.36
2025-06,West Texas,30+,1.91
2025-06,West Texas,60+,0.7
2025-06,West Texas,90+,0.35
2025-06,West Texas,30+,1.93
2025-06,West Texas,60+,0.69
2025-06,West Texas,90+,0.38
2025-06,West Texas,30+,2.04
2025-06,West Texas,60+,0.66
2025-06,West Texas,90+,0.26
2025-06,West Texas,30+,1.61
2025-06,West Texas,60+,0.5
2025-06,West Texas,90+,0.27
2025-06,West Texas,30+,1.75
2025-06,West Texas,60+,0.54
2025-06,West Texas,90+,0.31
2025-06,West Texas,30+,1.68
2025-06,West Texas,60+,0.62
2025-06,West Texas,90+,0.21
2025-06,West Texas,30+,2.07
2025-06,West Texas,60+,0.75
2025-06,West Texas,90+,0.39
2025-06,West Texas,30+,1.46
2025-06,West Texas,60+,0.45
2025-06,West Texas,90+,0.27
2025-06,West Texas,30+,1.5
2025-06,West Texas,60+,0.54
2025-06,West Texas,90+,0.22
2025-06,West Texas,30+,1.5
2025-06,West Texas,60+,0.49
2025-06,West Texas,90+,0.3
2025-06,West Texas,30+,1.83
2025-06,West Texas,60+,0.54
2025-06,West Texas,90+,0.36
2025-06,West Texas,30+,1.63
2025-06,West Texas,60+,0.46
2025-06,West Texas,90+,0.29
2025-06,West Texas,30+,1.61
2025-06,West Texas,60+,0.56
2025-06,West Texas,90+,0.22
2025-06,West Texas,30+,1.59
2025-06,West Texas,60+,0.47
2025-06,West Texas,90+,0.24
2025-06,West Texas,30+,2.0
2025-06,West Texas,60+,0.58
2025-06,West Texas,90+,0.28
2025-07,South Texas,30+,1.82
2025-07,South Texas,60+,0.65
2025-07,South Texas,90+,0.28
2025-07,South Texas,30+,1.47
2025-07,South Texas,60+,0.52
2025-07,South Texas,90+,0.24
2025-07,South Texas,30+,1.88
2025-07,South Texas,60+,0.66
2025-07,South Texas,90+,0.32
2025-07,South Texas,30+,1.34
2025-07,South Texas,60+,0.46
2025-07,South Texas,90+,0.23
2025-07,South Texas,30+,1.81
2025-07,South Texas,60+,0.54
2025-07,South Texas,90+,0.34
2025-07,South Texas,30+,1.49
2025-07,South Texas,60+,0.47
2025-07,South Texas,90+,0.19
2025-07,South Texas,30+,1.15
2025-07,South Texas,60+,0.42
2025-07,South Texas,90+,0.18
2025-07,South Texas,30+,1.9
2025-07,South Texas,60+,0.66
2025-07,South Texas,90+,0.28
2025-07,South Texas,30+,1.44
2025-07,South Texas,60+,0.49
2025-07,South Texas,90+,0.25
2025-07,South Texas,30+,1.25
2025-07,South Texas,60+,0.42
2025-07,South Texas,90+,0.25
2025-07,South Texas,30+,1.68
2025-07,South Texas,60+,0.49
2025-07,South Texas,90+,0.21
2025-07,South Texas,30+,1.62
2025-07,South Texas,60+,0.5
2025-07,South Texas,90+,0.21
2025-07,South Texas,30+,2.06
2025-07,South Texas,60+,0.69
2025-07,South Texas,90+,0.37
2025-07,South Texas,30+,2.23
2025-07,South Texas,60+,0.84
2025-07,South Texas,90+,0.43
2025-07,South Texas,30+,1.48
2025-07,South Texas,60+,0.45
2025-07,South Texas,90+,0.2
2025-07,South Texas,30+,1.37
2025-07,South Texas,60+,0.46
2025-07,South Texas,90+,0.22
2025-07,South Texas,30+,1.75
2025-07,South Texas,60+,0.62
2025-07,South Texas,90+,0.21
2025-07,South Texas,30+,1.33
2025-07,South Texas,60+,0.42
2025-07,South Texas,90+,0.25
2025-07,South Texas,30+,1.03
2025-07,South Texas,60+,0.31
2025-07,South Texas,90+,0.14
2025-07,South Texas,30+,1.64
2025-07,South Texas,60+,0.48
2025-07,South Texas,90+,0.3
2025-07,Central Texas,30+,1.45
2025-07,Central Texas,60+,0.41
2025-07,Central Texas,90+,0.27
2025-07,Central Texas,30+,1.39
2025-07,Central Texas,60+,0.4
2025-07,Central Texas,90+,0.2
2025-07,Central Texas,30+,1.05
2025-07,Central Texas,60+,0.32
2025-07,Central Texas,90+,0.15
2025-07,Central Texas,30+,1.9
2025-07,Central Texas,60+,0.68
2025-07,Central Texas,90+,0.38
2025-07,Central Texas,30+,1.43
2025-07,Central Texas,60+,0.41
2025-07,Central Texas,90+,0.26
2025-07,Central Texas,30+,1.49
2025-07,Central Texas,60+,0.5
2025-07,Central Texas,90+,0.27
2025-07,Central Texas,30+,1.66
2025-07,Central Texas,60+,0.61
2025-07,Central Texas,90+,0.3
2025-07,Central Texas,30+,1.59
2025-07,Central Texas,60+,0.52
2025-07,Central Texas,90+,0.23
2025-07,Central Texas,30+,1.81
2025-07,Central Texas,60+,0.62
2025-07,Central Texas,90+,0.24
2025-07,Central Texas,30+,2.5
2025-07,Central Texas,60+,0.86
2025-07,Central Texas,90+,0.39
2025-07,Central Texas,30+,1.18
2025-07,Central Texas,60+,0.38
2025-07,Central Texas,90+,0.16
2025-07,Central Texas,30+,1.67
2025-07,Central Texas,60+,0.61
2025-07,Central Texas,90+,0.27
2025-07,Central Texas,30+,1.25
2025-07,Central Texas,60+,0.47
2025-07,Central Texas,90+,0.2
2025-07,Central Texas,30+,1.68
2025-07,Central Texas,60+,0.52
2025-07,Central Texas,90+,0.29
2025-07,Central Texas,30+,1.72
2025-07,Central Texas,60+,0.53
2025-07,Central Texas,90+,0.34
2025-07,Central Texas,30+,1.37
2025-07,Central Texas,60+,0.47
2025-07,Central Texas,90+,0.26
2025-07,Central Texas,30+,1.46
2025-07,Central Texas,60+,0.52
2025-07,Central Texas,90+,0.25
2025-07,Central Texas,30+,1.37
2025-07,Central Texas,60+,0.41
2025-07,Central Texas,90+,0.2
2025-07,Central Texas,30+,1.69
2025-07,Central Texas,60+,0.53
2025-07,Central Texas,90+,0.24
2025-07,Central Texas,30+,1.15
2025-07,Central Texas,60+,0.35
2025-07,Central Texas,90+,0.18
2025-07,North Texas,30+,0.93
2025-07,North Texas,60+,0.28
2025-07,North Texas,90+,0.16
2025-07,North Texas,30+,1.13
2025-07,North Texas,60+,0.39
2025-07,North Texas,90+,0.18
2025-07,North Texas,30+,1.4
2025-07,North Texas,60+,0.48
2025-07,North Texas,90+,0.22
2025-07,North Texas,30+,1.5
2025-07,North Texas,60+,0.47
2025-07,North Texas,90+,0.19
2025-07,North Texas,30+,1.75
2025-07,North Texas,60+,0.49
2025-07,North Texas,90+,0.29
2025-07,North Texas,30+,1.37
2025-07,North Texas,60+,0.5
2025-07,North Texas,90+,0.19
2025-07,North Texas,30+,1.55
2025-07,North Texas,60+,0.48
2025-07,North Texas,90+,0.21
2025-07,North Texas,30+,1.26
2025-07,North Texas,60+,0.4
2025-07,North Texas,90+,0.19
2025-07,North Texas,30+,1.49
2025-07,North Texas,60+,0.48
2025-07,North Texas,90+,0.24
2025-07,North Texas,30+,1.65
2025-07,North Texas,60+,0.62
2025-07,North Texas,90+,0.21
2025-07,North Texas,30+,1.36
2025-07,North Texas,60+,0.39
2025-07,North Texas,90+,0.23
2025-07,North Texas,30+,1.14
2025-07,North Texas,60+,0.33
2025-07,North Texas,90+,0.14
2025-07,North Texas,30+,1.56
2025-07,North Texas,60+,0.5
2025-07,North Texas,90+,0.23
2025-07,North Texas,30+,1.41
2025-07,North Texas,60+,0.54
2025-07,North Texas,90+,0.23
2025-07,North Texas,30+,1.07
2025-07,North Texas,60+,0.32
2025-07,North Texas,90+,0.17
2025-07,North Texas,30+,1.03
2025-07,North Texas,60+,0.33
2025-07,North Texas,90+,0.15
2025-07,North Texas,30+,1.29
2025-07,North Texas,60+,0.43
2025-07,North Texas,90+,0.16
2025-07,North Texas,30+,1.2
2025-07,North Texas,60+,0.35
2025-07,North Texas,90+,0.23
2025-07,North Texas,30+,1.24
2025-07,North Texas,60+,0.43
2025-07,North Texas,90+,0.15
2025-07,North Texas,30+,1.43
2025-07,North Texas,60+,0.51
2025-07,North Texas,90+,0.26
2025-07,East Texas,30+,1.99
2025-07,East Texas,60+,0.57
2025-07,East Texas,90+,0.35
2025-07,East Texas,30+,1.88
2025-07,East Texas,60+,0.55
2025-07,East Texas,90+,0.28
2025-07,East Texas,30+,1.67
2025-07,East Texas,60+,0.63
2025-07,East Texas,90+,0.21
2025-07,East Texas,30+,1.84
2025-07,East Texas,60+,0.6
2025-07,East Texas,90+,0.23
2025-07,East Texas,30+,1.5
2025-07,East Texas,60+,0.45
2025-07,East Texas,90+,0.21
2025-07,East Texas,30+,1.72
2025-07,East Texas,60+,0.61
2025-07,East Texas,90+,0.23
2025-07,East Texas,30+,1.64
2025-07,East Texas,60+,0.62
2025-07,East Texas,90+,0.21
2025-07,East Texas,30+,1.56
2025-07,East Texas,60+,0.45
2025-07,East Texas,90+,0.28
2025-07,East Texas,30+,1.95
2025-07,East Texas,60+,0.58
2025-07,East Texas,90+,0.31
2025-07,East Texas,30+,1.42
2025-07,East Texas,60+,0.44
2025-07,East Texas,90+,0.22
2025-07,East Texas,30+,1.85
2025-07,East Texas,60+,0.61
2025-07,East Texas,90+,0.36
2025-07,East Texas,30+,1.86
2025-07,East Texas,60+,0.57
2025-07,East Texas,90+,0.26
2025-07,East Texas,30+,2.05
2025-07,East Texas,60+,0.58
2025-07,East Texas,90+,0.35
2025-07,East Texas,30+,2.03
2025-07,East Texas,60+,0.64
2025-07,East Texas,90+,0.36
2025-07,East Texas,30+,1.72
2025-07,East Texas,60+,0.48
2025-07,East Texas,90+,0.29
2025-07,East Texas,30+,2.0
2025-07,East Texas,60+,0.71
2025-07,East Texas,90+,0.28
2025-07,East Texas,30+,1.8
2025-07,East Texas,60+,0.56
2025-07,East Texas,90+,0.25
2025-07,East Texas,30+,1.66
2025-07,East Texas,60+,0.5
2025-07,East Texas,90+,0.27
2025-07,East Texas,30+,1.7
2025-07,East Texas,60+,0.53
2025-07,East Texas,90+,0.29
2025-07,East Texas,30+,1.8
2025-07,East Texas,60+,0.62
2025-07,East Texas,90+,0.3
2025-07,West Texas,30+,1.87
2025-07,West Texas,60+,0.6
2025-07,West Texas,90+,0.23
2025-07,West Texas,30+,1.51
2025-07,West Texas,60+,0.5
2025-07,West Texas,90+,0.3
2025-07,West Texas,30+,1.84
2025-07,West Texas,60+,0.53
2025-07,West Texas,90+,0.33
2025-07,West Texas,30+,1.74
2025-07,West Texas,60+,0.51
2025-07,West Texas,90+,0.25
2025-07,West Texas,30+,2.25
2025-07,West Texas,60+,0.8
2025-07,West Texas,90+,0.38
2025-07,West Texas,30+,2.13
2025-07,West Texas,60+,0.72
2025-07,West Texas,90+,0.41
2025-07,West Texas,30+,1.39
2025-07,West Texas,60+,0.41
2025-07,West Texas,90+,0.21
2025-07,West Texas,30+,1.7
2025-07,West Texas,60+,0.6
2025-07,West Texas,90+,0.21
2025-07,West Texas,30+,1.4
2025-07,West Texas,60+,0.41
2025-07,West Texas,90+,0.23
2025-07,West Texas,30+,1.89
2025-07,West Texas,60+,0.67
2025-07,West Texas,90+,0.28
2025-07,West Texas,30+,1.55
2025-07,West Texas,60+,0.58
2025-07,West Texas,90+,0.23
2025-07,West Texas,30+,1.81
2025-07,West Texas,60+,0.69
2025-07,West Texas,90+,0.36
2025-07,West Texas,30+,1.55
2025-07,West Texas,60+,0.57
2025-07,West Texas,90+,0.28
2025-07,West Texas,30+,1.79
2025-07,West Texas,60+,0.67
2025-07,West Texas,90+,0.3
2025-07,West Texas,30+,2.31
2025-07,West Texas,60+,0.74
2025-07,West Texas,90+,0.36
2025-07,West Texas,30+,2.41
2025-07,West Texas,60+,0.83
2025-07,West Texas,90+,0.47
2025-07,West Texas,30+,2.03
2025-07,West Texas,60+,0.74
2025-07,West Texas,90+,0.33
2025-07,West Texas,30+,1.84
2025-07,West Texas,60+,0.58
2025-07,West Texas,90+,0.31
2025-07,West Texas,30+,1.56
2025-07,West Texas,60+,0.5
2025-07,West Texas,90+,0.31
2025-07,West Texas,30+,1.74
2025-07,West Texas,60+,0.5
2025-07,West Texas,90+,0.31
2025-08,South Texas,30+,1.68
2025-08,South Texas,60+,0.57
2025-08,South Texas,90+,0.3
2025-08,South Texas,30+,1.82
2025-08,South Texas,60+,0.59
2025-08,South Texas,90+,0.23
2025-08,South Texas,30+,1.56
2025-08,South Texas,60+,0.54
2025-08,South Texas,90+,0.25
2025-08,South Texas,30+,1.7
2025-08,South Texas,60+,0.49
2025-08,South Texas,90+,0.33
2025-08,South Texas,30+,1.46
2025-08,South Texas,60+,0.55
2025-08,South Texas,90+,0.26
2025-08,South Texas,30+,1.67
2025-08,South Texas,60+,0.55
2025-08,South Texas,90+,0.28
2025-08,South Texas,30+,1.61
2025-08,South Texas,60+,0.46
2025-08,South Texas,90+,0.26
2025-08,South Texas,30+,1.34
2025-08,South Texas,60+,0.45
2025-08,South Texas,90+,0.25
2025-08,South Texas,30+,1.34
2025-08,South Texas,60+,0.49
2025-08,South Texas,90+,0.22
2025-08,South Texas,30+,1.79
2025-08,South Texas,60+,0.61
2025-08,South Texas,90+,0.24
2025-08,South Texas,30+,1.77
2025-08,South Texas,60+,0.58
2025-08,South Texas,90+,0.24
2025-08,South Texas,30+,1.47
2025-08,South Texas,60+,0.51
2025-08,South Texas,90+,0.26
2025-08,South Texas,30+,1.47
2025-08,South Texas,60+,0.44
2025-08,South Texas,90+,0.2
2025-08,South Texas,30+,1.25
2025-08,South Texas,60+,0.4
2025-08,South Texas,90+,0.25
2025-08,South Texas,30+,1.39
2025-08,South Texas,60+,0.52
2025-08,South Texas,90+,0.24
2025-08,South Texas,30+,1.85
2025-08,South Texas,60+,0.6
2025-08,South Texas,90+,0.29
2025-08,South Texas,30+,1.22
2025-08,South Texas,60+,0.39
2025-08,South Texas,90+,0.2
2025-08,South Texas,30+,1.45
2025-08,South Texas,60+,0.48
2025-08,South Texas,90+,0.26
2025-08,South Texas,30+,1.92
2025-08,South Texas,60+,0.65
2025-08,South Texas,90+,0.38
2025-08,South Texas,30+,1.35
2025-08,South Texas,60+,0.43
2025-08,South Texas,90+,0.26
2025-08,Central Texas,30+,1.64
2025-08,Central Texas,60+,0.57
2025-08,Central Texas,90+,0.21
2025-08,Central Texas,30+,1.8
2025-08,Central Texas,60+,0.68
2025-08,Central Texas,90+,0.23
2025-08,Central Texas,30+,1.05
2025-08,Central Texas,60+,0.34
2025-08,Central Texas,90+,0.18
2025-08,Central Texas,30+,1.7
2025-08,Central Texas,60+,0.63
2025-08,Central Texas,90+,0.27
2025-08,Central Texas,30+,1.53
2025-08,Central Texas,60+,0.45
2025-08,Central Texas,90+,0.21
2025-08,Central Texas,30+,1.57
2025-08,Central Texas,60+,0.55
2025-08,Central Texas,90+,0.19
2025-08,Central Texas,30+,1.23
2025-08,Central Texas,60+,0.4
2025-08,Central Texas,90+,0.22
2025-08,Central Texas,30+,1.51
2025-08,Central Texas,60+,0.49
2025-08,Central Texas,90+,0.2
2025-08,Central Texas,30+,1.35
2025-08,Central Texas,60+,0.39
2025-08,Central Texas,90+,0.22
2025-08,Central Texas,30+,1.19
2025-08,Central Texas,60+,0.41
2025-08,Central Texas,90+,0.15
2025-08,Central Texas,30+,1.14
2025-08,Central Texas,60+,0.36
2025-08,Central Texas,90+,0.19
2025-08,Central Texas,30+,1.09
2025-08,Central Texas,60+,0.34
2025-08,Central Texas,90+,0.17
2025-08,Central Texas,30+,1.4
2025-08,Central Texas,60+,0.48
2025-08,Central Texas,90+,0.23
2025-08,Central Texas,30+,1.63
2025-08,Central Texas,60+,0.51
2025-08,Central Texas,90+,0.29
2025-08,Central Texas,30+,1.23
2025-08,Central Texas,60+,0.43
2025-08,Central Texas,90+,0.23
2025-08,Central Texas,30+,2.2
2025-08,Central Texas,60+,0.83
2025-08,Central Texas,90+,0.38
2025-08,Central Texas,30+,1.15
2025-08,Central Texas,60+,0.33
2025-08,Central Texas,90+,0.19
2025-08,Central Texas,30+,1.56
2025-08,Central Texas,60+,0.55
2025-08,Central Texas,90+,0.24
2025-08,Central Texas,30+,1.49
2025-08,Central Texas,60+,0.48
2025-08,Central Texas,90+,0.21
