month,region,share_dda,share_sav,share_mma,share_cd,share_inv
2025-05,West Texas,0.167,0.104,0.044,0.5,0.185
2025-05,West Texas,0.402,0.256,0.264,0.054,0.024
2025-05,West Texas,0.189,0.46,0.099,0.127,0.126
2025-05,West Texas,0.431,0.372,0.072,0.098,0.027
2025-05,West Texas,0.439,0.387,0.091,0.083,0.001
2025-05,West Texas,0.361,0.239,0.119,0.276,0.005
2025-05,West Texas,0.301,0.368,0.181,0.149,0.0
2025-05,West Texas,0.263,0.26,0.166,0.278,0.033
2025-05,West Texas,0.368,0.269,0.093,0.178,0.092
2025-05,West Texas,0.273,0.162,0.396,0.165,0.005
2025-05,West Texas,0.137,0.532,0.073,0.194,0.064
2025-05,West Texas,0.389,0.142,0.253,0.21,0.007
2025-05,West Texas,0.27,0.246,0.191,0.141,0.153
2025-05,West Texas,0.163,0.379,0.199,0.183,0.075
2025-06,South Texas,0.369,0.365,0.186,0.062,0.017
2025-06,South Texas,0.334,0.135,0.151,0.194,0.186
2025-06,South Texas,0.226,0.313,0.237,0.18,0.043
2025-06,South Texas,0.522,0.164,0.062,0.153,0.099
2025-06,South Texas,0.345,0.246,0.211,0.154,0.044
2025-06,South Texas,0.16,0.331,0.181,0.11,0.218
2025-06,South Texas,0.335,0.106,0.163,0.202,0.194
2025-06,South Texas,0.182,0.137,0.398,0.143,0.14
2025-06,South Texas,0.267,0.323,0.173,0.112,0.125
2025-06,South Texas,0.418,0.331,0.027,0.127,0.098
2025-06,South Texas,0.383,0.294,0.068,0.172,0.082
2025-06,South Texas,0.496,0.314,0.09,0.079,0.022
2025-06,South Texas,0.169,0.153,0.365,0.276,0.036
2025-06,South Texas,0.149,0.467,0.074,0.254,0.056
2025-06,South Texas,0.416,0.181,0.293,0.086,0.025
2025-06,South Texas,0.365,0.225,0.169,0.112,0.13
2025-06,South Texas,0.179,0.117,0.056,0.413,0.234
2025-06,South Texas,0.312,0.201,0.237,0.196,0.054
2025-06,South Texas,0.528,0.273,0.107,0.074,0.017
2025-06,South Texas,0.249,0.194,0.173,0.325,0.059
2025-06,South Texas,0.18,0.401,0.114,0.123,0.182
2025-06,South Texas,0.177,0.281,0.33,0.163,0.049
2025-06,South Texas,0.074,0.172,0.532,0.196,0.026
2025-06,South Texas,0.339,0.334,0.12,0.069,0.138
2025-06,South Texas,0.281,0.377,0.084,0.252,0.006
2025-06,South Texas,0.408,0.21,0.153,0.089,0.14
2025-06,South Texas,0.334,0.098,0.21,0.344,0.014
2025-06,South Texas,0.127,0.153,0.166,0.239,0.315
2025-06,South Texas,0.234,0.153,0.142,0.12,0.351
2025-06,South Texas,0.164,0.371,0.129,0.178,0.158
2025-06,South Texas,0.35,0.229,0.137,0.247,0.038
2025-06,South Texas,0.258,0.359,0.128,0.186,0.069
2025-06,South Texas,0.251,0.202,0.156,0.234,0.157
2025-06,South Texas,0.228,0.369,0.118,0.256,0.03
2025-06,South Texas,0.554,0.282,0.102,0.038,0.023
2025-06,South Texas,0.351,0.43,0.105,0.099,0.015
2025-06,South Texas,0.41,0.204,0.271,0.049,0.065
2025-06,South Texas,0.236,0.072,0.14,0.442,0.11
2025-06,South Texas,0.44,0.106,0.028,0.34,0.086
2025-06,South Texas,0.34,0.281,0.058,0.305,0.016
2025-06,Central Texas,0.484,0.165,0.225,0.099,0.026
2025-06,Central Texas,0.324,0.143,0.282,0.213,0.039
2025-06,Central Texas,0.463,0.238,0.097,0.144,0.058
2025-06,Central Texas,0.272,0.465,0.167,0.051,0.045
2025-06,Central Texas,0.17,0.549,0.174,0.105,0.001
2025-06,Central Texas,0.316,0.191,0.19,0.053,0.25
2025-06,Central Texas,0.472,0.36,0.019,0.132,0.017
2025-06,Central Texas,0.329,0.209,0.231,0.174,0.056
2025-06,Central Texas,0.217,0.143,0.242,0.327,0.071
2025-06,Central Texas,0.345,0.375,0.105,0.013,0.162
2025-06,Central Texas,0.101,0.423,0.203,0.136,0.137
2025-06,Central Texas,0.31,0.083,0.131,0.048,0.428
2025-06,Central Texas,0.422,0.265,0.107,0.2,0.006
2025-06,Central Texas,0.577,0.214,0.027,0.177,0.004
2025-06,Central Texas,0.427,0.106,0.263,0.059,0.145
2025-06,Central Texas,0.392,0.322,0.143,0.128,0.015
2025-06,Central Texas,0.48,0.169,0.134,0.046,0.17
2025-06,Central Texas,0.34,0.154,0.139,0.112,0.255
2025-06,Central Texas,0.229,0.444,0.156,0.166,0.006
2025-06,Central Texas,0.327,0.278,0.141,0.123,0.131
2025-06,Central Texas,0.177,0.097,0.272,0.245,0.209
2025-06,Central Texas,0.427,0.294,0.028,0.142,0.109
2025-06,Central Texas,0.2,0.137,0.484,0.129,0.05
2025-06,Central Texas,0.299,0.196,0.211,0.179,0.115
2025-06,Central Texas,0.279,0.286,0.218,0.083,0.134
2025-06,Central Texas,0.255,0.131,0.163,0.386,0.065
2025-06,Central Texas,0.581,0.185,0.176,0.03,0.027
2025-06,Central Texas,0.56,0.141,0.146,0.119,0.034
2025-06,Central Texas,0.431,0.139,0.035,0.207,0.188
2025-06,Central Texas,0.203,0.241,0.124,0.29,0.142
2025-06,Central Texas,0.293,0.326,0.17,0.147,0.064
2025-06,Central Texas,0.498,0.042,0.077,0.239,0.144
2025-06,Central Texas,0.265,0.397,0.074,0.175,0.089
2025-06,Central Texas,0.296,0.423,0.133,0.069,0.079
2025-06,Central Texas,0.633,0.265,0.084,0.006,0.011
2025-06,Central Texas,0.528,0.146,0.237,0.055,0.034
2025-06,Central Texas,0.263,0.339,0.133,0.204,0.062
2025-06,Central Texas,0.116,0.485,0.227,0.141,0.031
2025-06,Central Texas,0.197,0.259,0.125,0.388,0.031
2025-06,Central Texas,0.172,0.185,0.129,0.145,0.369
2025-06,North Texas,0.273,0.475,0.076,0.102,0.074
2025-06,North Texas,0.308,0.26,0.077,0.1,0.255
2025-06,North Texas,0.29,0.462,0.123,0.108,0.017
2025-06,North Texas,0.696,0.123,0.03,0.09,0.062
2025-06,North Texas,0.296,0.42,0.228,0.048,0.009
2025-06,North Texas,0.429,0.116,0.242,0.041,0.172
2025-06,North Texas,0.286,0.233,0.225,0.112,0.144
2025-06,North Texas,0.347,0.11,0.482,0.054,0.007
2025-06,North Texas,0.469,0.167,0.067,0.265,0.032
2025-06,North Texas,0.422,0.438,0.054,0.083,0.004
2025-06,North Texas,0.184,0.233,0.309,0.261,0.013
2025-06,North Texas,0.173,0.191,0.424,0.153,0.059
2025-06,North Texas,0.456,0.218,0.128,0.054,0.144
2025-06,North Texas,0.575,0.174,0.15,0.098,0.004
2025-06,North Texas,0.49,0.098,0.115,0.064,0.233
2025-06,North Texas,0.268,0.552,0.083,0.093,0.004
2025-06,North Texas,0.158,0.08,0.144,0.307,0.311
2025-06,North Texas,0.412,0.485,0.03,0.047,0.026
2025-06,North Texas,0.525,0.177,0.109,0.156,0.032
2025-06,North Texas,0.235,0.209,0.242,0.237,0.076
2025-06,North Texas,0.224,0.265,0.171,0.295,0.045
2025-06,North Texas,0.191,0.665,0.043,0.029,0.071
2025-06,North Texas,0.439,0.204,0.05,0.256,0.051
2025-06,North Texas,0.139,0.179,0.344,0.331,0.007
2025-06,North Texas,0.226,0.197,0.19,0.317,0.07
2025-06,North Texas,0.145,0.058,0.684,0.057,0.057
2025-06,North Texas,0.246,0.197,0.424,0.101,0.032
2025-06,North Texas,0.194,0.371,0.243,0.156,0.035
2025-06,North Texas,0.3,0.214,0.255,0.214,0.017
2025-06,North Texas,0.438,0.344,0.045,0.044,0.129
2025-06,North Texas,0.336,0.279,0.233,0.108,0.044
2025-06,North Texas,0.216,0.264,0.009,0.427,0.084
2025-06,North Texas,0.374,0.4,0.105,0.089,0.033
2025-06,North Texas,0.432,0.248,0.091,0.023,0.206
2025-06,North Texas,0.275,0.324,0.072,0.265,0.064
2025-06,North Texas,0.326,0.25,0.011,0.221,0.193
2025-06,North Texas,0.205,0.127,0.507,0.143,0.018
2025-06,North Texas,0.389,0.39,0.074,0.135,0.013
2025-06,North Texas,0.353,0.202,0.17,0.162,0.113
2025-06,North Texas,0.124,0.131,0.168,0.309,0.268
2025-06,East Texas,0.168,0.402,0.177,0.25,0.004
2025-06,East Texas,0.381,0.193,0.314,0.054,0.057
2025-06,East Texas,0.205,0.08,0.534,0.151,0.03
2025-06,East Texas,0.284,0.345,0.017,0.318,0.036
2025-06,East Texas,0.472,0.25,0.059,0.182,0.038
2025-06,East Texas,0.61,0.189,0.012,0.074,0.116
2025-06,East Texas,0.429,0.122,0.03,0.398,0.02
2025-06,East Texas,0.26,0.105,0.349,0.194,0.092
2025-06,East Texas,0.232,0.128,0.396,0.212,0.032
2025-06,East Texas,0.125,0.326,0.1,0.449,0.0
2025-06,East Texas,0.198,0.199,0.216,0.362,0.025
2025-06,East Texas,0.255,0.327,0.103,0.204,0.112
2025-06,East Texas,0.205,0.528,0.169,0.039,0.059
2025-06,East Texas,0.268,0.172,0.187,0.371,0.002
2025-06,East Texas,0.332,0.099,0.23,0.308,0.03
2025-06,East Texas,0.37,0.133,0.148,0.287,0.062
2025-06,East Texas,0.364,0.218,0.224,0.149,0.045
2025-06,East Texas,0.309,0.383,0.086,0.2,0.022
2025-06,East Texas,0.474,0.099,0.198,0.16,0.069
2025-06,East Texas,0.396,0.401,0.121,0.057,0.024
2025-06,East Texas,0.426,0.262,0.267,0.042,0.003
2025-06,East Texas,0.191,0.292,0.17,0.346,0.001
2025-06,East Texas,0.275,0.26,0.031,0.173,0.261
2025-06,East Texas,0.321,0.312,0.176,0.119,0.071
2025-06,East Texas,0.282,0.197,0.396,0.089,0.036
2025-06,East Texas,0.309,0.354,0.18,0.15,0.007
2025-06,East Texas,0.074,0.28,0.227,0.133,0.285
2025-06,East Texas,0.359,0.228,0.116,0.238,0.059
2025-06,East Texas,0.54,0.109,0.261,0.042,0.047
2025-06,East Texas,0.11,0.667,0.143,0.075,0.005
2025-06,East Texas,0.175,0.288,0.27,0.249,0.018
2025-06,East Texas,0.11,0.329,0.42,0.097,0.043
2025-06,East Texas,0.4,0.226,0.147,0.17,0.057
2025-06,East Texas,0.24,0.577,0.083,0.077,0.023
2025-06,East Texas,0.096,0.175,0.314,0.185,0.23
2025-06,East Texas,0.055,0.392,0.289,0.203,0.06
2025-06,East Texas,0.305,0.322,0.033,0.275,0.067
2025-06,East Texas,0.296,0.486,0.079,0.03,0.109
2025-06,East Texas,0.53,0.291,0.029,0.122,0.029
2025-06,East Texas,0.249,0.381,0.108,0.09,0.172
2025-06,West Texas,0.324,0.232,0.225,0.133,0.085
2025-06,West Texas,0.59,0.182,0.029,0.116,0.084
2025-06,West Texas,0.478,0.362,0.05,0.11,0.0
2025-06,West Texas,0.141,0.286,0.043,0.457,0.073
2025-06,West Texas,0.458,0.232,0.179,0.107,0.024
2025-06,West Texas,0.404,0.276,0.202,0.07,0.047
2025-06,West Texas,0.442,0.079,0.093,0.254,0.131
2025-06,West Texas,0.402,0.108,0.389,0.037,0.063
2025-06,West Texas,0.227,0.212,0.237,0.033,0.291
2025-06,West Texas,0.348,0.218,0.251,0.133,0.051
2025-06,West Texas,0.351,0.2,0.141,0.228,0.079
2025-06,West Texas,0.208,0.287,0.42,0.048,0.037
2025-06,West Texas,0.202,0.102,0.136,0.307,0.252
2025-06,West Texas,0.2,0.285,0.324,0.18,0.011
2025-06,West Texas,0.412,0.274,0.141,0.076,0.098
2025-06,West Texas,0.308,0.181,0.062,0.362,0.087
2025-06,West Texas,0.36,0.291,0.224,0.084,0.041
2025-06,West Texas,0.282,0.214,0.218,0.248,0.038
2025-06,West Texas,0.165,0.173,0.479,0.13,0.052
2025-06,West Texas,0.126,0.385,0.151,0.053,0.285
2025-06,West Texas,0.298,0.395,0.195,0.099,0.012
2025-06,West Texas,0.372,0.197,0.295,0.128,0.008
2025-06,West Texas,0.42,0.218,0.146,0.024,0.192
2025-06,West Texas,0.362,0.283,0.149,0.149,0.057
2025-06,West Texas,0.403,0.162,0.129,0.066,0.24
2025-06,West Texas,0.315,0.376,0.067,0.1,0.142
2025-06,West Texas,0.366,0.09,0.226,0.243,0.074
2025-06,West Texas,0.259,0.148,0.138,0.289,0.166
2025-06,West Texas,0.222,0.115,0.124,0.512,0.028
2025-06,West Texas,0.243,0.458,0.193,0.017,0.089
2025-06,West Texas,0.367,0.401,0.044,0.062,0.127
2025-06,West Texas,0.389,0.125,0.144,0.153,0.188
2025-06,West Texas,0.177,0.189,0.139,0.372,0.123
2025-06,West Texas,0.713,0.183,0.07,0.027,0.007
2025-06,West Texas,0.375,0.173,0.303,0.105,0.044
2025-06,West Texas,0.191,0.28,0.189,0.307,0.033
2025-06,West Texas,0.334,0.292,0.024,0.25,0.099
2025-06,West Texas,0.387,0.095,0.151,0.366,0.001
2025-06,West Texas,0.396,0.264,0.045,0.115,0.18
2025-06,West Texas,0.354,0.283,0.038,0.156,0.168
2025-07,South Texas,0.229,0.281,0.319,0.115,0.056
2025-07,South Texas,0.172,0.35,0.147,0.094,0.238
2025-07,South Texas,0.702,0.116,0.066,0.07,0.046
2025-07,South Texas,0.296,0.134,0.231,0.177,0.161
2025-07,South Texas,0.53,0.351,0.038,0.049,0.032
2025-07,South Texas,0.351,0.198,0.04,0.235,0.176
2025-07,South Texas,0.519,0.316,0.067,0.031,0.067
2025-07,South Texas,0.405,0.109,0.197,0.274,0.016
2025-07,South Texas,0.436,0.213,0.085,0.121,0.145
2025-07,South Texas,0.482,0.224,0.221,0.039,0.033
2025-07,South Texas,0.31,0.167,0.215,0.245,0.063
2025-07,South Texas,0.575,0.106,0.165,0.104,0.05
2025-07,South Texas,0.51,0.278,0.088,0.122,0.002
2025-07,South Texas,0.373,0.248,0.017,0.109,0.252
2025-07,South Texas,0.351,0.232,0.197,0.171,0.049
2025-07,South Texas,0.495,0.229,0.036,0.188,0.053
2025-07,South Texas,0.24,0.231,0.378,0.059,0.092
2025-07,South Texas,0.425,0.177,0.172,0.091,0.136
2025-07,South Texas,0.149,0.278,0.176,0.382,0.015
2025-07,South Texas,0.304,0.169,0.263,0.198,0.065
2025-07,South Texas,0.31,0.179,0.314,0.118,0.079
2025-07,South Texas,0.349,0.21,0.141,0.169,0.131
2025-07,South Texas,0.269,0.209,0.109,0.245,0.167
2025-07,South Texas,0.346,0.096,0.148,0.288,0.122
2025-07,South Texas,0.278,0.185,0.301,0.073,0.164
2025-07,South Texas,0.468,0.181,0.144,0.123,0.084
2025-07,South Texas,0.461,0.118,0.007,0.203,0.211
2025-07,South Texas,0.339,0.403,0.082,0.119,0.057
2025-07,South Texas,0.302,0.396,0.148,0.088,0.066
2025-07,South Texas,0.71,0.158,0.003,0.129,0.001
2025-07,South Texas,0.428,0.177,0.105,0.267,0.022
2025-07,South Texas,0.468,0.194,0.067,0.213,0.059
2025-07,South Texas,0.118,0.536,0.244,0.013,0.089
2025-07,South Texas,0.285,0.275,0.023,0.344,0.072
2025-07,South Texas,0.333,0.083,0.267,0.307,0.011
2025-07,South Texas,0.227,0.371,0.175,0.195,0.033
2025-07,South Texas,0.349,0.253,0.258,0.091,0.049
2025-07,South Texas,0.137,0.09,0.254,0.359,0.16
2025-07,South Texas,0.279,0.148,0.222,0.255,0.095
2025-07,South Texas,0.61,0.174,0.077,0.123,0.015
2025-07,Central Texas,0.257,0.221,0.255,0.101,0.165
2025-07,Central Texas,0.447,0.18,0.163,0.101,0.109
2025-07,Central Texas,0.337,0.515,0.082,0.027,0.039
2025-07,Central Texas,0.438,0.363,0.144,0.044,0.011
2025-07,Central Texas,0.417,0.201,0.106,0.256,0.02
2025-07,Central Texas,0.328,0.116,0.318,0.204,0.034
2025-07,Central Texas,0.325,0.084,0.349,0.154,0.088
2025-07,Central Texas,0.298,0.283,0.288,0.099,0.032
2025-07,Central Texas,0.24,0.33,0.154,0.167,0.109
2025-07,Central Texas,0.441,0.128,0.114,0.303,0.013
2025-07,Central Texas,0.292,0.387,0.207,0.039,0.075
2025-07,Central Texas,0.486,0.259,0.113,0.138,0.004
2025-07,Central Texas,0.38,0.128,0.352,0.112,0.029
2025-07,Central Texas,0.568,0.155,0.104,0.157,0.017
2025-07,Central Texas,0.338,0.164,0.172,0.299,0.027
2025-07,Central Texas,0.339,0.323,0.151,0.108,0.078
2025-07,Central Texas,0.495,0.193,0.127,0.026,0.159
2025-07,Central Texas,0.422,0.207,0.13,0.184,0.057
2025-07,Central Texas,0.556,0.22,0.166,0.044,0.015
2025-07,Central Texas,0.223,0.538,0.184,0.049,0.005
2025-07,Central Texas,0.552,0.18,0.112,0.101,0.054
2025-07,Central Texas,0.401,0.228,0.091,0.165,0.115
2025-07,Central Texas,0.66,0.163,0.059,0.1,0.018
2025-07,Central Texas,0.581,0.056,0.169,0.133,0.06
2025-07,Central Texas,0.401,0.109,0.186,0.272,0.032
2025-07,Central Texas,0.267,0.265,0.198,0.201,0.069
2025-07,Central Texas,0.303,0.139,0.357,0.115,0.086
2025-07,Central Texas,0.226,0.231,0.15,0.315,0.078
2025-07,Central Texas,0.421,0.306,0.058,0.147,0.068
2025-07,Central Texas,0.371,0.165,0.209,0.051,0.204
2025-07,Central Texas,0.159,0.202,0.497,0.128,0.014
2025-07,Central Texas,0.705,0.06,0.021,0.19,0.025
2025-07,Central Texas,0.352,0.233,0.223,0.042,0.15
2025-07,Central Texas,0.237,0.098,0.341,0.178,0.147
2025-07,Central Texas,0.369,0.391,0.159,0.067,0.015
2025-07,Central Texas,0.328,0.298,0.277,0.091,0.006
2025-07,Central Texas,0.213,0.456,0.064,0.028,0.24
2025-07,Central Texas,0.475,0.166,0.098,0.192,0.069
2025-07,Central Texas,0.438,0.161,0.188,0.082,0.131
2025-07,Central Texas,0.256,0.426,0.251,0.048,0.021
2025-07,North Texas,0.394,0.207,0.047,0.281,0.07
2025-07,North Texas,0.308,0.142,0.341,0.093,0.115
2025-07,North Texas,0.309,0.392,0.214,0.057,0.029
2025-07,North Texas,0.19,0.221,0.043,0.255,0.292
2025-07,North Texas,0.476,0.143,0.183,0.196,0.002
2025-07,North Texas,0.544,0.168,0.144,0.142,0.002
2025-07,North Texas,0.243,0.234,0.213,0.123,0.187
2025-07,North Texas,0.589,0.201,0.093,0.039,0.078
2025-07,North Texas,0.298,0.159,0.173,0.004,0.366
2025-07,North Texas,0.098,0.451,0.131,0.114,0.205
2025-07,North Texas,0.188,0.394,0.066,0.006,0.346
2025-07,North Texas,0.205,0.172,0.319,0.142,0.162
2025-07,North Texas,0.205,0.257,0.379,0.063,0.096
2025-07,North Texas,0.16,0.346,0.263,0.155,0.077
2025-07,North Texas,0.279,0.48,0.087,0.066,0.089
2025-07,North Texas,0.234,0.223,0.046,0.145,0.353
2025-07,North Texas,0.349,0.311,0.1,0.17,0.069
2025-07,North Texas,0.119,0.121,0.174,0.328,0.258
2025-07,North Texas,0.128,0.369,0.224,0.015,0.264
2025-07,North Texas,0.513,0.161,0.064,0.134,0.128
2025-07,North Texas,0.335,0.176,0.075,0.23,0.184
2025-07,North Texas,0.234,0.334,0.159,0.217,0.056
2025-07,North Texas,0.215,0.249,0.111,0.284,0.14
2025-07,North Texas,0.284,0.293,0.252,0.065,0.106
2025-07,North Texas,0.234,0.352,0.118,0.283,0.014
2025-07,North Texas,0.217,0.115,0.379,0.267,0.022
2025-07,North Texas,0.072,0.313,0.378,0.197,0.039
2025-07,North Texas,0.37,0.231,0.17,0.134,0.096
2025-07,North Texas,0.252,0.253,0.084,0.133,0.278
2025-07,North Texas,0.2,0.135,0.059,0.466,0.14
2025-07,North Texas,0.34,0.483,0.061,0.08,0.037
2025-07,North Texas,0.378,0.195,0.058,0.293,0.076
2025-07,North Texas,0.671,0.052,0.06,0.174,0.042
2025-07,North Texas,0.215,0.428,0.173,0.031,0.153
2025-07,North Texas,0.215,0.361,0.264,0.045,0.115
2025-07,North Texas,0.648,0.099,0.016,0.212,0.025
2025-07,North Texas,0.149,0.477,0.202,0.15,0.023
2025-07,North Texas,0.358,0.187,0.105,0.311,0.038
2025-07,North Texas,0.201,0.183,0.14,0.437,0.038
2025-07,North Texas,0.163,0.325,0.301,0.145,0.067
2025-07,East Texas,0.352,0.363,0.036,0.189,0.059
2025-07,East Texas,0.468,0.073,0.104,0.314,0.04
2025-07,East Texas,0.27,0.34,0.113,0.264,0.013
2025-07,East Texas,0.204,0.125,0.175,0.429,0.068
2025-07,East Texas,0.168,0.045,0.204,0.223,0.36
2025-07,East Texas,0.653,0.185,0.052,0.11,0.0
2025-07,East Texas,0.319,0.322,0.053,0.291,0.015
2025-07,East Texas,0.431,0.37,0.119,0.04,0.039
2025-07,East Texas,0.132,0.581,0.1,0.164,0.024
2025-07,East Texas,0.378,0.124,0.29,0.208,0.0
2025-07,East Texas,0.204,0.118,0.132,0.397,0.149
2025-07,East Texas,0.275,0.324,0.138,0.209,0.055
2025-07,East Texas,0.188,0.49,0.215,0.069,0.038
2025-07,East Texas,0.504,0.16,0.058,0.148,0.13
2025-07,East Texas,0.126,0.113,0.499,0.259,0.003
2025-07,East Texas,0.235,0.491,0.136,0.059,0.079
2025-07,East Texas,0.263,0.182,0.108,0.267,0.181
2025-07,East Texas,0.214,0.671,0.013,0.095,0.007
2025-07,East Texas,0.542,0.258,0.077,0.035,0.088
2025-07,East Texas,0.479,0.362,0.064,0.09,0.004
2025-07,East Texas,0.34,0.3,0.088,0.211,0.06
2025-07,East Texas,0.298,0.403,0.144,0.105,0.05
2025-07,East Texas,0.361,0.454,0.032,0.068,0.084
2025-07,East Texas,0.352,0.397,0.191,0.054,0.008
2025-07,East Texas,0.296,0.247,0.317,0.102,0.038
2025-07,East Texas,0.438,0.246,0.259,0.036,0.021
2025-07,East Texas,0.409,0.304,0.077,0.149,0.06
2025-07,East Texas,0.401,0.193,0.246,0.158,0.003
2025-07,East Texas,0.365,0.166,0.266,0.146,0.058
2025-07,East Texas,0.448,0.235,0.183,0.121,0.013
2025-07,East Texas,0.221,0.203,0.125,0.202,0.249
2025-07,East Texas,0.552,0.162,0.106,0.149,0.031
2025-07,East Texas,0.219,0.307,0.144,0.033,0.297
2025-07,East Texas,0.292,0.251,0.173,0.233,0.051
2025-07,East Texas,0.146,0.103,0.096,0.551,0.105
2025-07,East Texas,0.364,0.358,0.105,0.051,0.121
2025-07,East Texas,0.446,0.203,0.206,0.131,0.013
2025-07,East Texas,0.346,0.197,0.007,0.284,0.165
2025-07,East Texas,0.33,0.285,0.059,0.271,0.055
2025-07,East Texas,0.268,0.104,0.386,0.188,0.055
2025-07,West Texas,0.434,0.219,0.088,0.258,0.001
2025-07,West Texas,0.253,0.204,0.194,0.297,0.053
2025-07,West Texas,0.42,0.418,0.083,0.038,0.041
2025-07,West Texas,0.27,0.235,0.263,0.223,0.01
2025-07,West Texas,0.577,0.202,0.008,0.175,0.039
2025-07,West Texas,0.387,0.149,0.039,0.334,0.091
2025-07,West Texas,0.456,0.243,0.177,0.113,0.011
2025-07,West Texas,0.55,0.184,0.041,0.136,0.089
2025-07,West Texas,0.297,0.329,0.094,0.267,0.013
2025-07,West Texas,0.403,0.148,0.084,0.173,0.192
2025-07,West Texas,0.297,0.239,0.017,0.352,0.096
2025-07,West Texas,0.261,0.141,0.06,0.474,0.065
2025-07,West Texas,0.47,0.121,0.231,0.176,0.003
2025-07,West Texas,0.281,0.238,0.081,0.241,0.159
2025-07,West Texas,0.314,0.226,0.305,0.146,0.009
2025-07,West Texas,0.614,0.196,0.112,0.045,0.033
2025-07,West Texas,0.591,0.042,0.184,0.129,0.055
2025-07,West Texas,0.331,0.38,0.174,0.089,0.026
2025-07,West Texas,0.482,0.014,0.297,0.179,0.027
2025-07,West Texas,0.408,0.342,0.034,0.044,0.172
2025-07,West Texas,0.286,0.111,0.382,0.05,0.172
2025-07,West Texas,0.527,0.148,0.189,0.115,0.02
2025-07,West Texas,0.323,0.225,0.068,0.313,0.07
2025-07,West Texas,0.552,0.183,0.125,0.135,0.005
2025-07,West Texas,0.484,0.286,0.11,0.045,0.074
2025-07,West Texas,0.401,0.072,0.34,0.16,0.026
2025-07,West Texas,0.216,0.231,0.208,0.159,0.185
2025-07,West Texas,0.445,0.146,0.205,0.183,0.021
2025-07,West Texas,0.216,0.31,0.333,0.132,0.008
2025-07,West Texas,0.572,0.071,0.172,0.177,0.008
2025-07,West Texas,0.386,0.363,0.029,0.114,0.107
2025-07,West Texas,0.456,0.098,0.149,0.167,0.13
2025-07,West Texas,0.377,0.22,0.198,0.204,0.002
2025-07,West Texas,0.299,0.085,0.164,0.429,0.023
2025-07,West Texas,0.272,0.269,0.187,0.034,0.237
2025-07,West Texas,0.441,0.26,0.126,0.17,0.003
2025-07,West Texas,0.479,0.231,0.177,0.113,0.0
2025-07,West Texas,0.19,0.191,0.053,0.468,0.097
2025-07,West Texas,0.108,0.226,0.289,0.149,0.229
2025-07,West Texas,0.215,0.172,0.423,0.16,0.031
2025-08,South Texas,0.49,0.157,0.283,0.067,0.002
2025-08,South Texas,0.359,0.4,0.021,0.207,0.013
2025-08,South Texas,0.311,0.202,0.204,0.123,0.161
2025-08,South Texas,0.192,0.312,0.164,0.282,0.051
2025-08,South Texas,0.383,0.214,0.181,0.107,0.114
2025-08,South Texas,0.152,0.326,0.295,0.109,0.118
2025-08,South Texas,0.464,0.086,0.231,0.144,0.076
2025-08,South Texas,0.382,0.163,0.196,0.107,0.152
2025-08,South Texas,0.38,0.118,0.045,0.054,0.402
2025-08,South Texas,0.296,0.315,0.086,0.299,0.005
2025-08,South Texas,0.253,0.277,0.133,0.29,0.047
2025-08,South Texas,0.226,0.53,0.184,0.028,0.033
2025-08,South Texas,0.349,0.248,0.259,0.089,0.056
2025-08,South Texas,0.391,0.124,0.27,0.212,0.003
2025-08,South Texas,0.252,0.402,0.097,0.225,0.024
2025-08,South Texas,0.149,0.247,0.244,0.286,0.074
2025-08,South Texas,0.118,0.57,0.111,0.123,0.078
2025-08,South Texas,0.431,0.198,0.197,0.111,0.064
2025-08,South Texas,0.657,0.063,0.108,0.145,0.026
2025-08,South Texas,0.334,0.291,0.126,0.069,0.18
2025-08,South Texas,0.35,0.085,0.064,0.123,0.378
2025-08,South Texas,0.182,0.43,0.223,0.109,0.056
2025-08,South Texas,0.631,0.094,0.241,0.031,0.002
2025-08,South Texas,0.447,0.151,0.077,0.32,0.004
2025-08,South Texas,0.492,0.154,0.068,0.236,0.051
2025-08,South Texas,0.289,0.28,0.1,0.235,0.096
2025-08,South Texas,0.256,0.167,0.146,0.387,0.044
2025-08,South Texas,0.38,0.38,0.049,0.183,0.008
2025-08,South Texas,0.379,0.135,0.33,0.106,0.05
2025-08,South Texas,0.308,0.181,0.154,0.138,0.22
2025-08,South Texas,0.485,0.094,0.292,0.084,0.045
2025-08,South Texas,0.181,0.355,0.159,0.149,0.156
2025-08,South Texas,0.713,0.116,0.087,0.039,0.044
2025-08,South Texas,0.036,0.167,0.298,0.359,0.139
2025-08,South Texas,0.291,0.179,0.384,0.116,0.03
2025-08,South Texas,0.222,0.151,0.071,0.367,0.188
2025-08,South Texas,0.414,0.256,0.092,0.071,0.167
2025-08,South Texas,0.342,0.426,0.091,0.117,0.024
2025-08,South Texas,0.337,0.254,0.123,0.245,0.042
2025-08,South Texas,0.24,0.198,0.443,0.072,0.048
2025-08,Central Texas,0.209,0.214,0.135,0.299,0.143
2025-08,Central Texas,0.342,0.573,0.022,0.028,0.035
2025-08,Central Texas,0.529,0.23,0.127,0.039,0.073
2025-08,Central Texas,0.373,0.168,0.221,0.16,0.078
2025-08,Central Texas,0.144,0.587,0.162,0.01,0.097
2025-08,Central Texas,0.287,0.23,0.158,0.242,0.083
2025-08,Central Texas,0.219,0.155,0.246,0.027,0.352
2025-08,Central Texas,0.227,0.272,0.288,0.119,0.094
